id,Park name,Observed on,Taxon name,URL,Number of observation photo,Image number,Tagged by,Flower_Genus,Flower_species,Flower_IDer,FLW_ID_Conf,Notes,project
30648012,Broward_Markham Park,1/1/2016,Danaus plexippus,https://www.inaturalist.org/observations/30648012,2,1,MaryJo,Lantana,depressa,Toni,100%,NA,Thomas
30648013,Broward_Markham Park,1/1/2016,Heliconius charithonia,https://www.inaturalist.org/observations/30648013,1,1,MaryJo,Jatropha,integerrima,Toni,100%,NA,Thomas
30852492,Broward_Pine Island Ridge Natural Area,5/25/2019,Danaus gilippus,https://www.inaturalist.org/observations/30852492,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
30852493,Broward_Pine Island Ridge Natural Area,5/26/2019,Heliconius charithonia,https://www.inaturalist.org/observations/30852493,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
31306620,Broward_Anne Kolb Nature Center,8/21/2019,Atalopedes huron,https://www.inaturalist.org/observations/31306620,1,1,Brittany,Sphaneticola,trilobata,Jake,>80%,NA,Thomas
31307091,Broward_Anne Kolb Nature Center,8/21/2019,Junonia,https://www.inaturalist.org/observations/31307091,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
31307943,Broward_Anne Kolb Nature Center,8/21/2019,Phoebis statira,https://www.inaturalist.org/observations/31307943,1,1,Tessa,Bacopa,monnieri,Adam,>80%,NA,Thomas
31308244,Broward_Anne Kolb Nature Center,8/21/2019,Nathalis iole,https://www.inaturalist.org/observations/31308244,1,1,Tessa,Sphagneticola,trilobata,Adam,100%,NA,Thomas
31961165,Broward_Tree Tops Park,5/26/2016,Ascia monuste,https://www.inaturalist.org/observations/31961165,1,1,Lucas,Pontederia,cordata,Toni,100%,NA,Thomas
32252141,Broward_Tree Tops Park,5/24/2015,Eurema daira,https://www.inaturalist.org/observations/32252141,1,1,Lucas,Stylosanthes,hamata,Toni,>80%,NA,Thomas
32252142,Broward_Tree Tops Park,5/24/2015,Leptotes cassius,https://www.inaturalist.org/observations/32252142,1,1,Lucas,Varronia,bullata,Toni,>80%,NA,Thomas
32252147,Broward_Tree Tops Park,5/24/2015,Danaus plexippus,https://www.inaturalist.org/observations/32252147,1,1,Lucas,Pontederia,cordata,Toni,100%,NA,Thomas
32292355,Plantation_Hoffman Park,9/7/2019,Apis mellifera,https://www.inaturalist.org/observations/32292355,NA,NA,Thomas,Stachytarpheta,jamaicensis,Toni,100%,NA,NA
32356494,Plantation_Hoffman Park,9/8/2019,Apis mellifera,https://www.inaturalist.org/observations/32356494,NA,NA,Thomas,Helianthus,debilis,Toni,100%,NA,NA
32502248,Broward_Markham Park,9/9/2019,Panoquina ocola,https://www.inaturalist.org/observations/32502248,1,1,MaryJo,Bidens,alba,Toni,100%,NA,Thomas
32502377,Broward_Markham Park,9/9/2019,Heliconius charithonia,https://www.inaturalist.org/observations/32502377,1,1,MaryJo,Jatropha,integerrima,Toni,>80%,NA,Thomas
32639638,Broward_Vista View Park,9/10/2019,Erynnis horatius,https://www.inaturalist.org/observations/32639638,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
32793805,Broward_Markham Park,9/15/2019,Burnsius albezens,https://www.inaturalist.org/observations/32793805,1,1,MaryJo,Fimbristylis,dichotoma,Lange,NA,NA,Thomas
32794147,Broward_Markham Park,9/15/2019,Eurema daira,https://www.inaturalist.org/observations/32794147,1,1,MaryJo,Spermacoce,verticillata,Lange,NA,NA,Thomas
32794244,Broward_Markham Park,9/15/2019,Burnsius albezens,https://www.inaturalist.org/observations/32794244,1,1,MaryJo,Bidens,alba,Toni,100%,NA,Thomas
32801753,Broward_Markham Park,9/15/2019,Lerema accius,https://www.inaturalist.org/observations/32801753,1,1,MaryJo,Stachytarpheta,jamaicensis,Toni,100%,NA,Thomas
32802220,Broward_Markham Park,9/15/2019,Hylephila phyleus,https://www.inaturalist.org/observations/32802220,1,1,MaryJo,Cuphea,strigulosa,Toni,100%,NA,Thomas
33190658,Broward_Tall Cypress Natural Area,9/21/2019,Marpesia petreus,https://www.inaturalist.org/observations/33190658,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
33215818,Plantation_Hoffman Park,9/22/2019,Danaus plexippus,https://www.inaturalist.org/observations/33215818,NA,NA,Thomas,Asclepias,NA,Toni,100%,NA,NA
33537261,Plantation_Hoffman Park,9/28/2019,Heraclides cresphontes,https://www.inaturalist.org/observations/33537261,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
33565137,Plantation_Hoffman Park,9/28/2019,Hyles lineata,https://www.inaturalist.org/observations/33565137,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
33830596,Broward_Tree Tops Park,5/24/2015,Pontia protodice,https://www.inaturalist.org/observations/33830596,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
33830674,Broward_Tree Tops Park,5/24/2015,Hylephila phyleus,https://www.inaturalist.org/observations/33830674,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
33830887,Broward_Tree Tops Park,1/16/2011,Dryas iulia,https://www.inaturalist.org/observations/33830887,1,1,Lucas,Bidens,alba,Lange,NA,NA,Thomas
33903544,Coconut Creek_George S. Gerber Memorial Park,10/5/2019,Heliconius charithonia,https://www.inaturalist.org/observations/33903544,NA,NA,Thomas,Nerium,oleander,Toni,100%,NA,NA
33903701,Coconut Creek_George S. Gerber Memorial Park,10/5/2019,Danaus plexippus,https://www.inaturalist.org/observations/33903701,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
33905196,Broward_Tradewinds Park,9/29/2019,Urbanus proteus,https://www.inaturalist.org/observations/33905196,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
33905305,Broward_Tradewinds Park,9/29/2019,Heliconius charithonia,https://www.inaturalist.org/observations/33905305,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
34042452,Coconut Creek_George S. Gerber Memorial Park,10/6/2019,Danaus plexippus,https://www.inaturalist.org/observations/34042452,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
34091505,Plantation_Hoffman Park,10/8/2019,Heraclides cresphontes,https://www.inaturalist.org/observations/34091505,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
34133466,Broward_Quiet Waters Park,10/5/2019,Heliconius charithonia,https://www.inaturalist.org/observations/34133466,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
34278967,Plantation_Hoffman Park,10/12/2019,Choranthus capucinus,https://www.inaturalist.org/observations/34278967,NA,NA,Thomas,Helianthus,debilis,Toni,100%,NA,NA
34760817,Plantation_Hoffman Park,10/22/2019,Eurema daira,https://www.inaturalist.org/observations/34760817,NA,NA,Thomas,Stachytarpheta,jamaicensis,Toni,100%,NA,NA
35291349,Plantation_Hoffman Park,11/4/2019,Centris nitida,https://www.inaturalist.org/observations/35291349,NA,NA,Thomas,Stachytarpheta,jamaicensis,Toni,100%,NA,NA
35322829,Coconut Creek_George S. Gerber Memorial Park,11/3/2019,Apis mellifera,https://www.inaturalist.org/observations/35322829,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
35322935,Coconut Creek_George S. Gerber Memorial Park,11/3/2019,Apis mellifera,https://www.inaturalist.org/observations/35322935,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
35374441,Plantation_Hoffman Park,11/6/2019,Augochlora pura,https://www.inaturalist.org/observations/35374441,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
35553014,Plantation_Hoffman Park,11/10/2019,Urbanus proteus,https://www.inaturalist.org/observations/35553014,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
35620832,Plantation_Hoffman Park,11/12/2019,Phoebis philea,https://www.inaturalist.org/observations/35620832,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
35620875,Plantation_Hoffman Park,11/12/2019,Heliconius charithonia,https://www.inaturalist.org/observations/35620875,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
35775157,Broward_Markham Park,11/16/2019,Danaus plexippus,https://www.inaturalist.org/observations/35775157,1,1,MaryJo,Stachytarpheta,jamaicensis,Toni,100%,NA,Thomas
35775372,Broward_Markham Park,11/16/2019,Phoebis sennae,https://www.inaturalist.org/observations/35775372,1,1,MaryJo,Calliandra,surinamensis,Toni,>80%,NA,Thomas
35793111,Broward_Tree Tops Park,11/17/2019,Halictus poeyi,https://www.inaturalist.org/observations/35793111,6,1,Lucas,Fimbristylis,cymosa,Lange,NA,NA,Thomas
35985741,Plantation_Hoffman Park,11/23/2019,Dryas iulia,https://www.inaturalist.org/observations/35985741,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
36022826,Plantation_Hoffman Park,11/24/2019,Apis mellifera,https://www.inaturalist.org/observations/36022826,NA,NA,Thomas,Calliandra,NA,Toni,100%,NA,NA
36022896,Plantation_Hoffman Park,11/24/2019,Leptotes cassius,https://www.inaturalist.org/observations/36022896,NA,NA,Thomas,Calliandra,NA,Toni,100%,NA,NA
36022932,Plantation_Hoffman Park,11/24/2019,Thorybes dorantes,https://www.inaturalist.org/observations/36022932,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
36022941,Plantation_Hoffman Park,11/24/2019,Battus polydamas,https://www.inaturalist.org/observations/36022941,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
36035806,Plantation_Hoffman Park,11/24/2019,Phoebis philea,https://www.inaturalist.org/observations/36035806,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
36172598,Broward_Markham Park,11/28/2019,Danaus gilippus,https://www.inaturalist.org/observations/36172598,1,1,MaryJo,Asclepias,curassavica,Toni,100%,NA,Thomas
36172741,Broward_Markham Park,11/28/2019,Heliconius charithonia,https://www.inaturalist.org/observations/36172741,1,1,MaryJo,Lantana,strigocamara,Toni,100%,NA,Thomas
36172944,Broward_Markham Park,11/28/2019,Leptotes cassius,https://www.inaturalist.org/observations/36172944,1,1,MaryJo,Malvastrum,coromandelianum,Lange,NA,NA,Thomas
36173009,Broward_Markham Park,11/28/2019,Vanessa atalanta,https://www.inaturalist.org/observations/36173009,1,1,MaryJo,Calliandra,.,Toni,100%,NA,Thomas
36195265,Broward_Anne Kolb Nature Center,11/29/2019,Eurema daira,https://www.inaturalist.org/observations/36195265,1,1,Tessa,Crotalaria,pumila,Adam,>80%,NA,Thomas
36233668,Broward_Tall Cypress Natural Area,11/30/2019,Marpesia petreus,https://www.inaturalist.org/observations/36233668,NA,NA,Thomas,Baccharis,glomeruliflora,Toni,100%,NA,NA
36319793,Broward_Tall Cypress Natural Area,11/3/2019,Anartia jatrophae,https://www.inaturalist.org/observations/36319793,NA,NA,Thomas,Sphagneticola,trilobata,Toni,100%,NA,NA
36319794,Broward_Tall Cypress Natural Area,11/3/2019,Dione vanillae,https://www.inaturalist.org/observations/36319794,NA,NA,Thomas,Sphagneticola,trilobata,Toni,100%,NA,NA
36319799,Broward_Tall Cypress Natural Area,11/3/2019,Leptotes cassius,https://www.inaturalist.org/observations/36319799,NA,NA,Thomas,Sida,ulmifolia,Toni,100%,NA,NA
36319808,Broward_Tall Cypress Natural Area,11/3/2019,Erynnis horatius,https://www.inaturalist.org/observations/36319808,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
36321045,Broward_Tradewinds Park,11/4/2019,Eurema daira,https://www.inaturalist.org/observations/36321045,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
36375289,Oakland Park_Stunson Nature Trail,8/22/2019,Phoebis statira,https://www.inaturalist.org/observations/36375289,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
36440460,Plantation_Hoffman Park,12/7/2019,Heliconius charithonia,https://www.inaturalist.org/observations/36440460,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
36653914,Plantation_Hoffman Park,12/14/2019,Phoebis philea,https://www.inaturalist.org/observations/36653914,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
36749832,Plantation_Hoffman Park,12/17/2019,Thorybes dorantes,https://www.inaturalist.org/observations/36749832,NA,NA,Thomas,Malvaceae?,NA,NA,NA,NA,NA
36763388,Broward_Fern Forest Nature Center,12/18/2019,Marpesia petreus,https://www.inaturalist.org/observations/36763388,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
36923802,Broward_Markham Park,12/24/2019,Phoebis philea,https://www.inaturalist.org/observations/36923802,1,1,MaryJo,Cuphea,micropetala,Toni,100%,NA,Thomas
36923875,Broward_Markham Park,12/24/2019,Danaus gilippus,https://www.inaturalist.org/observations/36923875,1,1,MaryJo,Bidens,alba,Toni,100%,NA,Thomas
36924087,Broward_Markham Park,12/24/2019,Heliconius charithonia,https://www.inaturalist.org/observations/36924087,1,1,MaryJo,Chromolaena,odorata,Toni,100%,NA,Thomas
36924158,Broward_Markham Park,12/24/2019,Urbanus proteus,https://www.inaturalist.org/observations/36924158,1,1,MaryJo,Chromolaena,odorata,Toni,100%,NA,Thomas
37000506,Broward_Long Key Natural Area and Nature Center,12/26/2019,Marpesia petreus,https://www.inaturalist.org/observations/37000506,1,1,Tessa,Chromolaena,odorata,Toni,100%,NA,Thomas
37000563,Broward_Long Key Natural Area and Nature Center,12/26/2019,Heliconius charithonia,https://www.inaturalist.org/observations/37000563,1,1,Tessa,Chromolaena,odorata,Toni,100%,NA,Thomas
37163889,Broward_Woodmont Natural Area,12/31/2019,Dione vanillae,https://www.inaturalist.org/observations/37163889,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
37166358,Broward_Long Key Natural Area and Nature Center,1/1/2020,Marpesia petreus,https://www.inaturalist.org/observations/37166358,1,1,MaryJo,Chromolaena,odorata,Toni,100%,NA,Thomas
37166390,Broward_Long Key Natural Area and Nature Center,1/1/2020,Heliconius charithonia,https://www.inaturalist.org/observations/37166390,1,1,MaryJo,Chromolaena,odorata,Jake,100%,NA,Thomas
37180663,Broward_Tree Tops Park,1/1/2020,Heliconius charithonia,https://www.inaturalist.org/observations/37180663,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
37180664,Broward_Tree Tops Park,1/1/2020,Dryas iulia,https://www.inaturalist.org/observations/37180664,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
37198401,Plantation_Hoffman Park,1/2/2020,Heliconius charithonia,https://www.inaturalist.org/observations/37198401,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
37199749,Davie_Robbins Preserve,1/2/2020,Danaus plexippus,https://www.inaturalist.org/observations/37199749,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
37206860,Plantation_Hoffman Park,1/2/2020,Phoebis philea,https://www.inaturalist.org/observations/37206860,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
37235629,Plantation_Hoffman Park,1/3/2020,Phoebis philea,https://www.inaturalist.org/observations/37235629,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
37235670,Plantation_Hoffman Park,1/3/2020,Aphrissa neleis,https://www.inaturalist.org/observations/37235670,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
37282188,Broward_Markham Park,1/4/2020,Danaus gilippus,https://www.inaturalist.org/observations/37282188,1,1,MaryJo,Ageratum,conyzoides,Toni,>80%,NA,Thomas
37361319,Broward_Tree Tops Park,1/4/2020,Heliconius charithonia,https://www.inaturalist.org/observations/37361319,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
37492290,Broward_Tradewinds Park,1/4/2020,Marpesia petreus,https://www.inaturalist.org/observations/37492290,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
37533402,Broward_Markham Park,1/12/2020,Danaus gilippus,https://www.inaturalist.org/observations/37533402,1,1,MaryJo,Asclepias,curassavica,Toni,100%,NA,Thomas
37536125,Broward_Tree Tops Park,1/1/2020,Danaus plexippus,https://www.inaturalist.org/observations/37536125,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
37536127,Broward_Tree Tops Park,1/1/2020,Thorybes dorantes,https://www.inaturalist.org/observations/37536127,1,1,Lucas,Chromolaena,odorata,Toni,>80%,NA,Thomas
37536137,Broward_Tree Tops Park,1/1/2020,Thorybes dorantes,https://www.inaturalist.org/observations/37536137,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
37726713,Broward_Long Key Natural Area and Nature Center,1/18/2020,Heliconius charithonia,https://www.inaturalist.org/observations/37726713,1,1,MaryJo,Bidens,alba,Jake,100%,NA,Thomas
37726946,Broward_Long Key Natural Area and Nature Center,1/18/2020,Thorybes dorantes,https://www.inaturalist.org/observations/37726946,3,1,MaryJo,Richardia,grandiflora,Jake,100%,NA,Thomas
37727262,Broward_Long Key Natural Area and Nature Center,1/18/2020,Erynnis horatius,https://www.inaturalist.org/observations/37727262,1,1,MaryJo,Richardia,grandiflora,Jake,100%,NA,Thomas
37727527,Broward_Long Key Natural Area and Nature Center,1/18/2020,Anartia jatrophae,https://www.inaturalist.org/observations/37727527,1,1,MaryJo,Richardia,grandiflora,Jake,100%,NA,Thomas
37785654,Plantation_Hoffman Park,1/20/2020,Phoebis philea,https://www.inaturalist.org/observations/37785654,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
38025754,Broward_Markham Park,1/25/2020,Danaus gilippus,https://www.inaturalist.org/observations/38025754,1,1,MaryJo,Jatropha,integerrima,Toni,100%,NA,Thomas
38026072,Broward_Markham Park,1/25/2020,Oligoria maculata,https://www.inaturalist.org/observations/38026072,1,1,MaryJo,Dianthus,barbatus,Toni,>80%,NA,Thomas
38094503,Plantation_Hoffman Park,1/29/2020,Apis mellifera,https://www.inaturalist.org/observations/38094503,NA,NA,Thomas,Sphagneticola,trilobata,Adam,100%,NA,NA
38094515,Plantation_Hoffman Park,1/29/2020,Erynnis juvenalis,https://www.inaturalist.org/observations/38094515,NA,NA,Thomas,Helianthus,NA,Toni,100%,NA,NA
38094519,Plantation_Hoffman Park,1/29/2020,Erynnis juvenalis,https://www.inaturalist.org/observations/38094519,NA,NA,Thomas,Helianthus,NA,Toni,100%,NA,NA
38271508,Fort Lauderdale_Snyder Park,2/3/2020,Phoebis agarithe,https://www.inaturalist.org/observations/38271508,1,1,Lucas,Cestrum,diurnum,Toni,100%,NA,Thomas
38271555,Fort Lauderdale_Snyder Park,2/3/2020,Dione vanillae,https://www.inaturalist.org/observations/38271555,1,1,Lucas,Pentas,lanceolata,Toni,>80%,NA,Thomas
38272252,Fort Lauderdale_Snyder Park,2/3/2020,Danaus plexippus,https://www.inaturalist.org/observations/38272252,1,1,Lucas,Asclepias,curassavica,Toni,100%,NA,Thomas
38272374,Fort Lauderdale_Snyder Park,2/3/2020,Apis mellifera,https://www.inaturalist.org/observations/38272374,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
38272811,Fort Lauderdale_Snyder Park,2/3/2020,Danaus plexippus,https://www.inaturalist.org/observations/38272811,1,1,Lucas,Calotropis,procera,Lange,NA,NA,Thomas
38273310,Fort Lauderdale_Snyder Park,2/3/2020,Heraclides cresphontes,https://www.inaturalist.org/observations/38273310,1,1,Lucas,Cestrum,diurnum,Toni,100%,NA,Thomas
38273336,Fort Lauderdale_Snyder Park,2/3/2020,Leptotes cassius,https://www.inaturalist.org/observations/38273336,1,1,Lucas,Spermacoce,verticillata,Toni,NA,NA,Thomas
38274764,Fort Lauderdale_Snyder Park,2/3/2020,Polygonus leo,https://www.inaturalist.org/observations/38274764,1,1,Lucas,Cestrum,diurnum,Toni,100%,NA,Thomas
38275174,Fort Lauderdale_Snyder Park,2/3/2020,Eurema daira,https://www.inaturalist.org/observations/38275174,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
38526891,Broward_Fern Forest Nature Center,1/25/2020,Danaus plexippus,https://www.inaturalist.org/observations/38526891,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
38557726,Broward_Fern Forest Nature Center,1/25/2020,Heliconius charithonia,https://www.inaturalist.org/observations/38557726,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
38558118,Broward_Fern Forest Nature Center,1/25/2020,Marpesia petreus,https://www.inaturalist.org/observations/38558118,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
38558331,Broward_Fern Forest Nature Center,1/25/2020,Heliconius charithonia,https://www.inaturalist.org/observations/38558331,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
38615974,Broward_Everglades Holiday Park,2/12/2020,Heliconius charithonia,https://www.inaturalist.org/observations/38615974,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
38616155,Broward_Everglades Holiday Park,2/12/2020,Leptotes cassius,https://www.inaturalist.org/observations/38616155,NA,NA,Thomas,Vigna,luteola,Toni,100%,NA,NA
38631731,Broward_Fern Forest Nature Center,2/12/2020,Heraclides cresphontes,https://www.inaturalist.org/observations/38631731,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
38723844,Coconut Creek_George S. Gerber Memorial Park,2/16/2020,Danaus plexippus,https://www.inaturalist.org/observations/38723844,NA,NA,Thomas,Senna,ligustrina,Toni,100%,NA,NA
